id,reference_outputs,outputs
3bdb4e32-dece-4822-a32b-9dacab2f76eb,"{""deductible"": 5000.0, ""policyType"": ""Landlords"", ""namedInsured"": ""Benc Capital, LLC"", ""policyIssuer"": ""Chubb European Group SE"", ""policyNumber"": ""25-0055479-0007"", ""effectiveDate"": ""2025-12-12"", ""premiumAmount"": 1466.02, ""coverageAmount"": 141120.0, ""expirationDate"": ""2026-12-12"", ""replacementCost"": null, ""insuranceCompany"": ""National Real Estate Insurance Group LLC"", ""amountDueAtClosing"": 1466.02, ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""premiumCollectedAtEscrow"": true, ""hazardInsuranceAgentAddress"": {""city"": ""Kansas City"", ""state"": ""MO"", ""street"": ""N Ambassador Dr"", ""zipCode"": ""64153"", ""unitNumber"": ""Suite 310"", ""streetNumber"": ""11500""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 0.0}","{""amountDueAtClosing"": 1466.02, ""businessInterruptionInsuranceAmount"": 30000, ""coverageAmount"": 141200, ""deductible"": 5000, ""effectiveDate"": ""2025-12-12"", ""expirationDate"": ""2026-12-12"", ""hazardInsuranceAgentAddress"": {""city"": ""Kansas City"", ""state"": ""MO"", ""street"": ""N Ambassador Dr"", ""streetNumber"": ""11500"", ""unitNumber"": ""Ste 310"", ""zipCode"": ""64153""}, ""insuranceCompany"": ""Chubb European Group SE"", ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""namedInsured"": ""Benc Capital, Llc"", ""policyIssuer"": ""Chubb European Group SE"", ""policyNumber"": ""67-549-1-0000"", ""policyType"": ""Landlords"", ""premiumAmount"": 1466.02, ""premiumCollectedAtEscrow"": true, ""renewalPolicyExpirationDate"": null, ""replacementCost"": 141200}"
450a1895-f505-4f90-9e7e-6dfdf87a7571,"{""deductible"": 5000.0, ""policyType"": ""Landlords"", ""namedInsured"": ""Fresh Start Property Solutions, LLC"", ""policyIssuer"": ""Fortegra Specialty Ins Co"", ""policyNumber"": ""JSC100004600"", ""effectiveDate"": ""2025-06-16"", ""premiumAmount"": 969.0, ""coverageAmount"": 166044.0, ""expirationDate"": ""2026-06-16"", ""replacementCost"": null, ""insuranceCompany"": ""Raines Insurance Group"", ""amountDueAtClosing"": 0.0, ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""premiumCollectedAtEscrow"": false, ""hazardInsuranceAgentAddress"": {""city"": ""Valparaiso"", ""state"": ""IN"", ""street"": ""Indiana Ave"", ""zipCode"": ""46383"", ""unitNumber"": null, ""streetNumber"": ""251""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 12600.0}","{""amountDueAtClosing"": 0, ""businessInterruptionInsuranceAmount"": 12600, ""coverageAmount"": 166044, ""deductible"": 5000, ""effectiveDate"": ""2025-06-16"", ""expirationDate"": ""2026-06-16"", ""hazardInsuranceAgentAddress"": {""city"": ""Valparaiso"", ""state"": ""IN"", ""street"": ""Indiana Ave"", ""streetNumber"": ""251"", ""unitNumber"": null, ""zipCode"": ""46383""}, ""insuranceCompany"": ""Fortegra Specialty Ins Co"", ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""namedInsured"": ""Fresh Start Property Solutions, LLC"", ""policyIssuer"": ""Fortegra Specialty Ins Co"", ""policyNumber"": ""ISC100004600"", ""policyType"": ""Landlords"", ""premiumAmount"": 969, ""premiumCollectedAtEscrow"": false, ""renewalPolicyExpirationDate"": null, ""replacementCost"": 166044}"
56d3de0c-fbb1-48af-a8dc-e2dbf8aeb04e,"{""deductible"": 5000.0, ""policyType"": ""Builders Risk"", ""namedInsured"": ""Fisk Properties LLC"", ""policyIssuer"": ""CERTAIN UNDERWRITERS LLOYD'S LONDON"", ""policyNumber"": ""BB014910THA062400"", ""effectiveDate"": ""2025-12-12"", ""premiumAmount"": 899.85, ""coverageAmount"": 160000.0, ""expirationDate"": ""2026-12-12"", ""replacementCost"": null, ""insuranceCompany"": ""Millennial Specialty Insurance, LLC"", ""amountDueAtClosing"": 899.85, ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""premiumCollectedAtEscrow"": true, ""hazardInsuranceAgentAddress"": {""city"": ""CAROL STREAM"", ""state"": ""IL"", ""street"": ""PO BOX"", ""zipCode"": ""60197"", ""unitNumber"": null, ""streetNumber"": ""7815""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 0.0}","{""amountDueAtClosing"": 188.4, ""businessInterruptionInsuranceAmount"": null, ""coverageAmount"": 160000, ""deductible"": 10000, ""effectiveDate"": ""2025-12-12"", ""expirationDate"": ""2026-12-12"", ""hazardInsuranceAgentAddress"": {""city"": ""Columbus"", ""state"": ""OH"", ""street"": ""Franklin Park S"", ""streetNumber"": ""1575"", ""unitNumber"": null, ""zipCode"": ""43205""}, ""insuranceCompany"": ""Millennial Specialty Insurance, LLC"", ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""namedInsured"": ""Fisk Properties LLC"", ""policyIssuer"": ""CERTAIN UNDERWRITERS LLOYD'S LONDON"", ""policyNumber"": ""BB014910THA062400"", ""policyType"": ""Builders Risk"", ""premiumAmount"": 868.35, ""premiumCollectedAtEscrow"": true, ""renewalPolicyExpirationDate"": null, ""replacementCost"": 213000}"
5db7ac8b-ab13-4fe1-aea9-59c5cb49cdd3,"{""deductible"": 1000.0, ""policyType"": ""Landlords"", ""namedInsured"": ""NATERIN, LLC"", ""policyIssuer"": ""Foremost Insurance Company"", ""policyNumber"": ""381-5011877633-03"", ""effectiveDate"": ""2025-03-24"", ""premiumAmount"": 1464.0, ""coverageAmount"": 255192.0, ""expirationDate"": ""2026-03-24"", ""replacementCost"": 219000.0, ""insuranceCompany"": ""STEWARDSHIP INSURANCE LLC"", ""amountDueAtClosing"": 370.53, ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""premiumCollectedAtEscrow"": true, ""hazardInsuranceAgentAddress"": {""city"": ""Carol Stream"", ""state"": ""IL"", ""street"": ""PO BOX"", ""zipCode"": ""60132"", ""unitNumber"": null, ""streetNumber"": ""0915""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 25519.0}","{""amountDueAtClosing"": 0, ""businessInterruptionInsuranceAmount"": 25519, ""coverageAmount"": 255192, ""deductible"": 1000, ""effectiveDate"": ""2025-03-24"", ""expirationDate"": ""2026-03-24"", ""hazardInsuranceAgentAddress"": {""city"": null, ""state"": null, ""street"": null, ""streetNumber"": null, ""unitNumber"": null, ""zipCode"": null}, ""insuranceCompany"": ""Foremost Insurance Company"", ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""namedInsured"": ""NATERIN, LLC"", ""policyIssuer"": ""Foremost Insurance Company"", ""policyNumber"": ""381-5011877633-03"", ""policyType"": ""Landlords"", ""premiumAmount"": 1464.0, ""premiumCollectedAtEscrow"": false, ""renewalPolicyExpirationDate"": null, ""replacementCost"": 219000}"
63272b05-db34-4197-a406-bf1268b77990,"{""deductible"": 9880.0, ""policyType"": ""Builders Risk"", ""namedInsured"": ""Christine Keshishyan"", ""policyIssuer"": ""Great American E&S Insurance Company"", ""policyNumber"": ""GAI1238402/GAI1238403"", ""effectiveDate"": ""2025-12-10"", ""premiumAmount"": 3277.15, ""coverageAmount"": 494000.0, ""expirationDate"": ""2026-12-10"", ""replacementCost"": 493659.72, ""insuranceCompany"": ""Steadily, Inc."", ""amountDueAtClosing"": 3277.15, ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""premiumCollectedAtEscrow"": true, ""hazardInsuranceAgentAddress"": {""city"": ""Beaverton"", ""state"": ""OR"", ""street"": ""SW Gemini Dr"", ""zipCode"": ""97008"", ""unitNumber"": ""PMB 18626"", ""streetNumber"": ""9450""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 0.0}","{""amountDueAtClosing"": 3277.15, ""businessInterruptionInsuranceAmount"": 0, ""coverageAmount"": 494000, ""deductible"": 9880, ""effectiveDate"": ""2025-12-10"", ""expirationDate"": ""2026-12-10"", ""hazardInsuranceAgentAddress"": {""city"": ""Beaverton"", ""state"": ""OR"", ""street"": ""SW Gemini Dr"", ""streetNumber"": ""9450"", ""unitNumber"": ""PMB 18626"", ""zipCode"": ""97008""}, ""insuranceCompany"": ""Great American E&S Insurance Company"", ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""namedInsured"": ""Christine Keshishyan"", ""policyIssuer"": ""Great American E&S Insurance Company"", ""policyNumber"": ""GAI1238402/GAI1238403"", ""policyType"": ""Builders Risk"", ""premiumAmount"": 3277.15, ""premiumCollectedAtEscrow"": true, ""renewalPolicyExpirationDate"": null, ""replacementCost"": 493659.72}"
63d330e7-f1e9-48e1-b59d-c37837424899,"{""deductible"": 1000.0, ""policyType"": ""Landlords"", ""namedInsured"": ""NATERIN, LLC"", ""policyIssuer"": ""Foremost Insurance Company"", ""policyNumber"": ""381-5011730669-03"", ""effectiveDate"": ""2025-03-16"", ""premiumAmount"": 1305.0, ""coverageAmount"": 153799.0, ""expirationDate"": ""2026-03-16"", ""replacementCost"": 153000.0, ""insuranceCompany"": ""STEWARDSHIP INSURANCE LLC"", ""amountDueAtClosing"": 220.62, ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""premiumCollectedAtEscrow"": true, ""hazardInsuranceAgentAddress"": {""city"": ""Carol Stream"", ""state"": ""IL"", ""street"": ""PO Box"", ""zipCode"": ""60132"", ""unitNumber"": null, ""streetNumber"": ""0915""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 30760.0}","{""amountDueAtClosing"": 0, ""businessInterruptionInsuranceAmount"": 30760, ""coverageAmount"": 153799, ""deductible"": 1000, ""effectiveDate"": ""2025-03-16"", ""expirationDate"": ""2026-03-16"", ""hazardInsuranceAgentAddress"": {""city"": ""Carol Stream"", ""state"": ""IL"", ""street"": ""PO Box 0915"", ""streetNumber"": null, ""unitNumber"": null, ""zipCode"": ""60132-0915""}, ""insuranceCompany"": ""Foremost Insurance Company Grand Rapids, Michigan"", ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""namedInsured"": ""NATERIN LLC"", ""policyIssuer"": ""Foremost Insurance Company Grand Rapids, Michigan"", ""policyNumber"": ""381-5011730669-03"", ""policyType"": ""Landlords"", ""premiumAmount"": 1305.0, ""premiumCollectedAtEscrow"": false, ""renewalPolicyExpirationDate"": null, ""replacementCost"": 153000}"
65b91cb0-6f90-4eb5-ae31-e6df41101a61,"{""deductible"": 2500.0, ""policyType"": ""Landlords"", ""namedInsured"": ""NATERIN, LLC"", ""policyIssuer"": ""Foremost Insurance Company"", ""policyNumber"": ""381-5013954755-03"", ""effectiveDate"": ""2025-11-15"", ""premiumAmount"": 2275.0, ""coverageAmount"": 359554.0, ""expirationDate"": ""2026-11-15"", ""replacementCost"": 354000.0, ""insuranceCompany"": ""STEWARDSHIP INSURANCE LLC"", ""amountDueAtClosing"": 2099.02, ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""premiumCollectedAtEscrow"": true, ""hazardInsuranceAgentAddress"": {""city"": ""Carol Stream"", ""state"": ""IL"", ""street"": ""PO BOX"", ""zipCode"": ""60132"", ""unitNumber"": null, ""streetNumber"": ""0915""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 42000.0}","{""amountDueAtClosing"": 2099.02, ""businessInterruptionInsuranceAmount"": 42000, ""coverageAmount"": 359554, ""deductible"": 2500, ""effectiveDate"": ""2025-11-15"", ""expirationDate"": ""2026-11-15"", ""hazardInsuranceAgentAddress"": {""city"": ""Carol Stream"", ""state"": ""IL"", ""street"": ""PO Box 0915"", ""streetNumber"": null, ""unitNumber"": null, ""zipCode"": ""60132-0915""}, ""insuranceCompany"": ""Foremost Insurance Company"", ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""namedInsured"": ""NATERIN, LLC"", ""policyIssuer"": ""Foremost Insurance Company"", ""policyNumber"": ""381-5013954755-03"", ""policyType"": ""Landlords"", ""premiumAmount"": 2275.0, ""premiumCollectedAtEscrow"": true, ""renewalPolicyExpirationDate"": null, ""replacementCost"": 354000}"
668705b7-cacf-4c70-80f4-9489428078dc,"{""deductible"": 2500.0, ""policyType"": ""Landlords"", ""namedInsured"": ""KAVIRAJ LLC"", ""policyIssuer"": ""American Modern Property and Casualty Insurance Company"", ""policyNumber"": ""105-622-256"", ""effectiveDate"": ""2025-12-05"", ""premiumAmount"": 1682.0, ""coverageAmount"": 468850.0, ""expirationDate"": ""2026-12-05"", ""replacementCost"": null, ""insuranceCompany"": ""COMPARION INSURANCE AGENCY LLC"", ""amountDueAtClosing"": 1682.0, ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""premiumCollectedAtEscrow"": true, ""hazardInsuranceAgentAddress"": {""city"": ""Cincinnati"", ""state"": ""OH"", ""street"": ""Box 740167"", ""zipCode"": ""45274"", ""unitNumber"": null, ""streetNumber"": ""PO""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 46885.0}","{""amountDueAtClosing"": 1682.0, ""businessInterruptionInsuranceAmount"": 46885, ""coverageAmount"": 468850, ""deductible"": 2500, ""effectiveDate"": ""2025-12-05"", ""expirationDate"": ""2026-12-05"", ""hazardInsuranceAgentAddress"": {""city"": ""WESTERVILLE"", ""state"": ""OH"", ""street"": ""POLARIS PKWY"", ""streetNumber"": ""440"", ""unitNumber"": ""STE 150"", ""zipCode"": ""43082""}, ""insuranceCompany"": ""American Modern Property and Casualty Insurance Company"", ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""namedInsured"": ""KAVIRAJ LLC"", ""policyIssuer"": ""American Modern Property and Casualty Insurance Company"", ""policyNumber"": ""105-622-256"", ""policyType"": ""Standard Dwelling"", ""premiumAmount"": 1682.0, ""premiumCollectedAtEscrow"": true, ""renewalPolicyExpirationDate"": null, ""replacementCost"": 468850}"
68984a1a-6063-4c2d-b118-3cd89103fecb,"{""deductible"": 5000.0, ""policyType"": ""Builders Risk"", ""namedInsured"": ""TANG REAL ESTATE INVESTMENTS CORP"", ""policyIssuer"": ""American Zurich Insurance Company"", ""policyNumber"": ""ER78272550"", ""effectiveDate"": ""2025-12-15"", ""premiumAmount"": 0.0, ""coverageAmount"": 1463442.0, ""expirationDate"": ""2026-12-15"", ""replacementCost"": null, ""insuranceCompany"": ""US ASSURE INSURANCE SERVICES OF FLORIDA, INC."", ""amountDueAtClosing"": 0.0, ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""premiumCollectedAtEscrow"": false, ""hazardInsuranceAgentAddress"": {""city"": ""JACKSONVILLE"", ""state"": ""FL"", ""street"": ""10197"", ""zipCode"": ""32247"", ""unitNumber"": null, ""streetNumber"": ""PO Box""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 0.0}","[{""amountDueAtClosing"": null, ""businessInterruptionInsuranceAmount"": null, ""coverageAmount"": 922056, ""deductible"": 5000, ""effectiveDate"": ""2025-12-15"", ""expirationDate"": ""2026-12-15"", ""hazardInsuranceAgentAddress"": {""city"": ""JACKSONVILLE"", ""state"": ""FL"", ""street"": ""P.O. BOX 10197"", ""streetNumber"": null, ""unitNumber"": null, ""zipCode"": ""32247-0197""}, ""insuranceCompany"": ""American Zurich Insurance Company"", ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""namedInsured"": ""TANG REAL ESTATE INVESTMENTS CORP"", ""policyIssuer"": ""American Zurich Insurance Company"", ""policyNumber"": ""ER78272550"", ""policyType"": ""Builders Risk"", ""premiumAmount"": null, ""premiumCollectedAtEscrow"": null, ""renewalPolicyExpirationDate"": null, ""replacementCost"": null}, {""amountDueAtClosing"": null, ""businessInterruptionInsuranceAmount"": null, ""coverageAmount"": 541368, ""deductible"": 5000, ""effectiveDate"": ""2025-12-15"", ""expirationDate"": ""2026-12-15"", ""hazardInsuranceAgentAddress"": {""city"": ""JACKSONVILLE"", ""state"": ""FL"", ""street"": ""P.O. BOX 10197"", ""streetNumber"": null, ""unitNumber"": null, ""zipCode"": ""32247-0197""}, ""insuranceCompany"": ""American Zurich Insurance Company"", ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""namedInsured"": ""TANG REAL ESTATE INVESTMENTS CORP"", ""policyIssuer"": ""American Zurich Insurance Company"", ""policyNumber"": ""ER78272555"", ""policyType"": ""Builders Risk"", ""premiumAmount"": null, ""premiumCollectedAtEscrow"": null, ""renewalPolicyExpirationDate"": null, ""replacementCost"": null}]"
6a7a0898-d8d5-46ce-a7cd-08facb15087a,"{""deductible"": 1000.0, ""policyType"": ""Landlords"", ""namedInsured"": ""PLATINUM GROUP LLC"", ""policyIssuer"": ""SAFECO"", ""policyNumber"": ""030905"", ""effectiveDate"": ""2025-12-16"", ""premiumAmount"": 917.0, ""coverageAmount"": 420000.0, ""expirationDate"": ""2026-12-16"", ""replacementCost"": null, ""insuranceCompany"": ""ALL AMERICAN INS"", ""amountDueAtClosing"": 917.0, ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""premiumCollectedAtEscrow"": true, ""hazardInsuranceAgentAddress"": {""city"": ""PORTLAND"", ""state"": ""OR"", ""street"": ""NE SANDY BLVD"", ""zipCode"": ""97213"", ""unitNumber"": ""Suite 204"", ""streetNumber"": ""6529""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 36000.0}","{""amountDueAtClosing"": null, ""businessInterruptionInsuranceAmount"": null, ""coverageAmount"": 420000, ""deductible"": 1000, ""effectiveDate"": ""2025-12-16"", ""expirationDate"": ""2026-12-16"", ""hazardInsuranceAgentAddress"": {""city"": ""PORTLAND"", ""state"": ""OR"", ""street"": ""NE SANDY BLVD"", ""streetNumber"": ""6529"", ""unitNumber"": ""SUITE 204"", ""zipCode"": ""97213""}, ""insuranceCompany"": ""ALL AMERICAN INS"", ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""namedInsured"": ""PLATINUM GROUP LLC"", ""policyIssuer"": ""ALL AMERICAN INS"", ""policyNumber"": ""030905"", ""policyType"": ""Other"", ""premiumAmount"": 917, ""premiumCollectedAtEscrow"": null, ""renewalPolicyExpirationDate"": null, ""replacementCost"": 420000}"
736ce99f-8011-48ba-92a0-efb736350674,"{""deductible"": 1000.0, ""policyType"": ""Landlords"", ""namedInsured"": ""NATERIN, LLC"", ""policyIssuer"": ""Foremost Insurance Company Grand Rapids, Michigan"", ""policyNumber"": ""381-5008511173-04"", ""effectiveDate"": ""2025-03-18"", ""premiumAmount"": 1913.0, ""coverageAmount"": 336000.0, ""expirationDate"": ""2026-03-18"", ""replacementCost"": 336000.0, ""insuranceCompany"": ""STEWARDSHIP INSURANCE LLC"", ""amountDueAtClosing"": 344.84, ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""premiumCollectedAtEscrow"": true, ""hazardInsuranceAgentAddress"": {""city"": ""Carol Stream"", ""state"": ""IL"", ""street"": ""Box 0915"", ""zipCode"": ""60132"", ""unitNumber"": null, ""streetNumber"": ""PO""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 33600.0}","{""amountDueAtClosing"": 344.84, ""businessInterruptionInsuranceAmount"": 33600, ""coverageAmount"": 336000, ""deductible"": 1000, ""effectiveDate"": ""2025-03-18"", ""expirationDate"": ""2026-03-18"", ""hazardInsuranceAgentAddress"": {""city"": null, ""state"": null, ""street"": null, ""streetNumber"": null, ""unitNumber"": null, ""zipCode"": null}, ""insuranceCompany"": ""Foremost Insurance Company"", ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""namedInsured"": ""NATERIN, LLC"", ""policyIssuer"": ""Foremost Insurance Company"", ""policyNumber"": ""381-5008511173-04"", ""policyType"": ""Landlords"", ""premiumAmount"": 1913, ""premiumCollectedAtEscrow"": true, ""renewalPolicyExpirationDate"": null, ""replacementCost"": 336000}"
756aae6d-953d-48c7-b4cc-350cea2f5b9a,"{""deductible"": 25000.0, ""policyType"": ""Builders Risk"", ""namedInsured"": ""Heels Homes, LTD"", ""policyIssuer"": ""Palomar Specialty Insurance Company"", ""policyNumber"": ""IMBRP-20-2021405-03"", ""effectiveDate"": ""2025-03-14"", ""premiumAmount"": 725.0, ""coverageAmount"": 500000.0, ""expirationDate"": ""2026-03-14"", ""replacementCost"": null, ""insuranceCompany"": ""Lowry Insurance"", ""amountDueAtClosing"": 0.0, ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""premiumCollectedAtEscrow"": false, ""hazardInsuranceAgentAddress"": {""city"": ""Charlotte"", ""state"": ""NC"", ""street"": ""30517"", ""zipCode"": ""28230"", ""unitNumber"": null, ""streetNumber"": ""PO Box""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 0.0}","{""amountDueAtClosing"": null, ""businessInterruptionInsuranceAmount"": null, ""coverageAmount"": 2000000, ""deductible"": 25000, ""effectiveDate"": ""2025-03-14"", ""expirationDate"": ""2026-03-14"", ""hazardInsuranceAgentAddress"": {""city"": ""Charlotte"", ""state"": ""NC"", ""street"": ""PO Box 30517"", ""streetNumber"": null, ""unitNumber"": null, ""zipCode"": ""28230""}, ""insuranceCompany"": ""Palomar Specialty Insurance Company"", ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""namedInsured"": ""Heels Homes, LTD"", ""policyIssuer"": ""Palomar Specialty Insurance Company"", ""policyNumber"": ""IMBRP-20-2021405-03"", ""policyType"": ""Builders Risk"", ""premiumAmount"": 5075, ""premiumCollectedAtEscrow"": null, ""renewalPolicyExpirationDate"": null, ""replacementCost"": null}"
7a08bf55-e097-4f5f-bcac-d5986e239882,"{""deductible"": 25000.0, ""policyType"": ""Builders Risk"", ""namedInsured"": ""Heels Homes, LTD"", ""policyIssuer"": ""Palomar Specialty Insurance Company"", ""policyNumber"": ""MBRP-20-2021405-03"", ""effectiveDate"": ""2025-03-14"", ""premiumAmount"": 725.0, ""coverageAmount"": 500000.0, ""expirationDate"": ""2026-03-14"", ""replacementCost"": null, ""insuranceCompany"": ""Lowry Insurance"", ""amountDueAtClosing"": null, ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""premiumCollectedAtEscrow"": false, ""hazardInsuranceAgentAddress"": {""city"": ""Charlotte"", ""state"": ""NC"", ""street"": ""30517"", ""zipCode"": ""28230"", ""unitNumber"": null, ""streetNumber"": ""PO Box""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 0.0}","{""amountDueAtClosing"": null, ""businessInterruptionInsuranceAmount"": null, ""coverageAmount"": 2000000, ""deductible"": 25000, ""effectiveDate"": ""2025-03-14"", ""expirationDate"": ""2026-03-14"", ""hazardInsuranceAgentAddress"": {""city"": ""Charlotte"", ""state"": ""NC"", ""street"": ""PO Box 30517"", ""streetNumber"": null, ""unitNumber"": null, ""zipCode"": ""28230""}, ""insuranceCompany"": ""Palomar Specialty Insurance Company"", ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""namedInsured"": ""Heels Homes, LTD"", ""policyIssuer"": ""Palomar Specialty Insurance Company"", ""policyNumber"": ""IMBRP-20-2021405-03"", ""policyType"": ""Builders Risk"", ""premiumAmount"": 725, ""premiumCollectedAtEscrow"": null, ""renewalPolicyExpirationDate"": null, ""replacementCost"": null}"
7d5a133c-49a0-42a6-ae2a-085397eeb443,"{""deductible"": 1000.0, ""policyType"": ""Landlords"", ""namedInsured"": ""NATERIN, LLC"", ""policyIssuer"": ""Foremost Insurance Company"", ""policyNumber"": ""381-5018295911-02"", ""effectiveDate"": ""2025-11-20"", ""premiumAmount"": 2150.0, ""coverageAmount"": 371664.0, ""expirationDate"": ""2026-11-20"", ""replacementCost"": 356000.0, ""insuranceCompany"": ""STEWARDSHIP INSURANCE LLC"", ""amountDueAtClosing"": 1984.85, ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""premiumCollectedAtEscrow"": true, ""hazardInsuranceAgentAddress"": {""city"": ""Carol Stream"", ""state"": ""IL"", ""street"": ""Box 0915"", ""zipCode"": ""60132"", ""unitNumber"": null, ""streetNumber"": ""PO""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 48000.0}","{""amountDueAtClosing"": 1984.85, ""businessInterruptionInsuranceAmount"": 48000, ""coverageAmount"": 371664, ""deductible"": 1000, ""effectiveDate"": ""2025-11-20"", ""expirationDate"": ""2026-11-20"", ""hazardInsuranceAgentAddress"": {""city"": null, ""state"": null, ""street"": null, ""streetNumber"": null, ""unitNumber"": null, ""zipCode"": null}, ""insuranceCompany"": ""STEWARDSHIP INSURANCE LLC"", ""mortgageeClauseAddress"": ""1000 2nd Ave, Suite 2500, Seattle, WA 98104"", ""namedInsured"": ""NATERIN, LLC"", ""policyIssuer"": ""Foremost Insurance Company"", ""policyNumber"": ""381-5018295911-02"", ""policyType"": ""Landlords"", ""premiumAmount"": 2150.0, ""premiumCollectedAtEscrow"": true, ""renewalPolicyExpirationDate"": null, ""replacementCost"": 356000}"
8d15ca7a-57d8-403c-a1e5-f8bc64712be2,"{""deductible"": 5000.0, ""policyType"": ""Landlords"", ""namedInsured"": ""NVMPS LP"", ""policyIssuer"": ""AUTO OWNERS INSURANCE"", ""policyNumber"": ""NVMP120225"", ""effectiveDate"": ""2025-12-05"", ""premiumAmount"": 1534.5, ""coverageAmount"": 487200.0, ""expirationDate"": ""2026-12-05"", ""replacementCost"": null, ""insuranceCompany"": ""GEE-SCHUSSLER INSURANCE"", ""amountDueAtClosing"": 0.0, ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""premiumCollectedAtEscrow"": false, ""hazardInsuranceAgentAddress"": {""city"": ""ORLAND PARK"", ""state"": ""IL"", ""street"": ""183RD PL"", ""zipCode"": ""60467"", ""unitNumber"": ""Suite SE"", ""streetNumber"": ""11508""}, ""renewalPolicyExpirationDate"": null, ""businessInterruptionInsuranceAmount"": 48720.0}","{""amountDueAtClosing"": 0, ""businessInterruptionInsuranceAmount"": 48720, ""coverageAmount"": 487200, ""deductible"": 5000, ""effectiveDate"": ""2025-12-05"", ""expirationDate"": ""2026-12-05"", ""hazardInsuranceAgentAddress"": {""city"": ""Orland Park"", ""state"": ""IL"", ""street"": ""183RD PL."", ""streetNumber"": ""11508"", ""unitNumber"": ""STE. SE"", ""zipCode"": ""60467""}, ""insuranceCompany"": ""Auto Owners Insurance"", ""mortgageeClauseAddress"": ""PO Box 390674 Minneapolis, MN 55439"", ""namedInsured"": ""NVMPS LP"", ""policyIssuer"": ""Auto Owners Insurance"", ""policyNumber"": ""NVMP120225"", ""policyType"": ""Landlords"", ""premiumAmount"": 1534.5, ""premiumCollectedAtEscrow"": false, ""renewalPolicyExpirationDate"": null, ""replacementCost"": null}"
